yearm,K_ALEC,K_SPEC,K_SEC,K_PMEDEC,K_ALEH,K_SPEH,K_SEH,K_PMEDEH,K_ALESFH,K_SPESFH,K_SESFH,K_PMEDESFH,SEA_ALEC,SEA_SPEC,SEA_SEC,SEA_PMEDEC,SEA_ALEH,SEA_SPEH,SEA_SEH,SEA_PMEDEH,SEA_ALESFH,SEA_SPESFH,SEA_SESFH,SEA_PMEDESFH
Apr 2011,2920,NA,363,224500,10894,NA,1896,324500,7974,NA,1533,349950,1107,NA,144,280000,2954,NA,625,361000,1847,NA,481,385000
May 2011,2975,NA,450,215000,11030,NA,2104,316750,8055,NA,1654,345000,1111,NA,176,249975,2927,NA,673,365000,1816,NA,497,385000
Jun 2011,2996,NA,478,208750,11173,NA,2362,317000,8177,NA,1884,345000,1127,NA,181,246000,2999,NA,765,353500,1872,NA,584,382500
Jul 2011,2905,NA,394,200000,11091,NA,2072,319000,8186,NA,1678,350000,1086,NA,136,255000,2931,NA,640,365000,1845,NA,504,399950
Aug 2011,2776,NA,481,193000,10771,NA,2256,315000,7995,NA,1775,350000,1048,NA,172,246000,2801,NA,684,350050,1753,NA,512,380000
Sep 2011,2619,NA,411,195000,10382,NA,1999,310000,7763,NA,1588,349550,983,NA,137,240000,2788,NA,593,362000,1805,NA,456,394000
Oct 2011,2475,NA,364,178500,9649,NA,1853,287500,7174,NA,1489,320000,911,NA,137,226000,2561,NA,571,343000,1650,NA,434,380000
Nov 2011,2303,NA,406,191250,8790,NA,1944,290000,6487,NA,1538,321700,824,NA,141,240000,2256,NA,540,325000,1432,NA,399,360000
Dec 2011,1981,NA,383,185000,7472,NA,1849,291000,5491,NA,1466,320000,689,NA,139,234000,1826,NA,560,339000,1137,NA,421,375000
Jan 2012,1982,NA,334,175000,7360,NA,1429,280000,5378,NA,1095,315000,704,NA,123,208000,1832,NA,433,318000,1128,NA,310,350500
Feb 2012,1870,NA,344,159950,7048,NA,1574,275000,5178,NA,1230,308125,672,NA,128,202000,1730,NA,444,329250,1058,NA,316,365000
Mar 2012,1722,NA,440,175000,6700,NA,2082,295000,4978,NA,1642,330000,620,NA,157,236500,1709,NA,617,359500,1089,NA,460,397000
Apr 2012,1677,NA,491,194500,6604,NA,2260,319950,4927,NA,1769,360000,625,NA,187,260000,1722,NA,706,392750,1097,NA,519,425000
May 2012,1553,NA,562,210000,6592,NA,2618,324998,5039,NA,2056,362000,596,NA,228,268500,1733,NA,836,393000,1137,NA,608,425000
Jun 2012,1409,NA,553,220000,6500,NA,2670,348000,5091,NA,2117,380000,607,NA,243,270000,1773,NA,891,392000,1166,NA,648,425000
Jul 2012,1367,NA,521,200500,6437,NA,2641,340000,5070,NA,2120,375250,576,NA,191,250000,1718,NA,794,382750,1142,NA,603,425000
Aug 2012,1329,NA,568,194750,6432,NA,2730,340000,5103,NA,2162,378000,551,NA,200,249975,1664,NA,780,380000,1113,NA,580,411750
Sep 2012,1305,NA,514,214500,6312,NA,2312,335000,5007,NA,1798,375000,567,NA,197,250000,1781,NA,705,370000,1214,NA,508,425000
Oct 2012,1133,NA,493,222000,5437,NA,2474,342250,4304,NA,1981,370000,498,NA,198,275362,1510,NA,758,375000,1012,NA,560,419950
Nov 2012,1017,NA,448,204500,4737,NA,2276,353250,3720,NA,1828,385000,433,NA,162,244500,1257,NA,723,392000,824,NA,561,425000
Dec 2012,856,NA,447,206000,3801,NA,2188,342000,2945,NA,1741,380046,366,NA,155,285000,966,NA,606,395000,600,NA,451,420540
Jan 2013,878,NA,418,186000,3853,NA,1781,315000,2975,NA,1363,350000,343,NA,137,242000,978,NA,521,356000,635,NA,384,395900
Feb 2013,907,NA,381,210000,3854,NA,1688,332578,2947,NA,1307,365000,353,NA,155,259000,1040,NA,512,377500,687,NA,357,420000
Mar 2013,888,NA,551,225000,3860,NA,2376,349950,2972,NA,1825,392000,356,NA,212,292500,1069,NA,726,409850,713,NA,514,462375
Apr 2013,925,NA,576,230000,4146,NA,2672,352000,3221,NA,2096,400000,379,NA,223,287500,1146,NA,836,409250,767,NA,613,453500
May 2013,1073,NA,606,235000,4832,NA,3122,375000,3759,NA,2516,417500,470,NA,237,260000,1389,NA,1015,415000,919,NA,778,460000
Jun 2013,1081,NA,624,244950,5284,NA,3046,383000,4203,NA,2422,427500,483,NA,233,299950,1511,NA,967,420000,1028,NA,734,458000
Jul 2013,1146,NA,645,231000,5728,NA,3293,398888,4582,NA,2648,434000,496,NA,241,282000,1581,NA,1054,430000,1085,NA,813,465000
Aug 2013,1271,NA,667,255000,6171,NA,3227,392500,4900,NA,2560,430000,544,NA,265,297500,1671,NA,1032,425000,1127,NA,767,457000
Sep 2013,1310,NA,602,229500,6275,NA,2802,384925,4965,NA,2200,420000,532,NA,214,268750,1709,NA,856,419925,1177,NA,642,461000
Oct 2013,1224,NA,611,234000,5799,NA,2798,380000,4575,NA,2187,426000,492,NA,227,299900,1567,NA,917,429900,1075,NA,690,475500
Nov 2013,1056,NA,469,240000,4876,NA,2244,379203,3820,NA,1775,414000,405,NA,172,286500,1239,NA,724,424500,834,NA,552,455000
Dec 2013,923,NA,511,250000,4050,NA,2305,375900,3127,NA,1794,419825,351,NA,196,295000,960,NA,708,420000,609,NA,512,450000
Jan 2014,978,NA,365,225000,4110,NA,1674,364875,3132,NA,1309,410000,382,NA,115,290000,1026,NA,510,423500,644,NA,395,459950
Feb 2014,965,NA,379,245000,4138,NA,1620,365000,3173,NA,1241,405400,390,NA,146,322500,1036,NA,525,427000,646,NA,379,460000
Mar 2014,933,NA,525,250000,4191,NA,2297,378000,3258,NA,1772,414950,373,NA,207,285000,1044,NA,783,416000,671,NA,576,450000
Apr 2014,970,NA,583,250100,4511,NA,2599,386000,3541,NA,2016,430500,410,NA,229,298000,1169,NA,829,426000,759,NA,600,479000
May 2014,1118,NA,641,257000,5276,NA,2967,398000,4158,NA,2326,442250,474,NA,238,307000,1382,NA,961,449250,908,NA,723,490000
Jun 2014,1157,NA,633,268000,5609,NA,3109,410000,4452,NA,2476,453500,483,NA,242,309950,1429,NA,1008,450000,946,NA,766,499000
Jul 2014,1220,NA,609,250000,6082,NA,3275,425000,4862,NA,2666,468000,474,NA,256,287225,1492,NA,1006,470000,1018,NA,750,543500
Aug 2014,1244,NA,623,249950,6211,NA,3007,398000,4967,NA,2384,437000,443,NA,239,299000,1363,NA,914,435000,920,NA,675,499950
Sep 2014,1149,NA,577,262900,6107,NA,2690,420000,4958,NA,2113,460000,435,NA,234,292500,1478,NA,877,452000,1043,NA,643,517000
Oct 2014,1110,NA,632,246500,5614,NA,2870,399950,4504,NA,2238,447250,381,NA,249,299200,1312,NA,940,458725,931,NA,691,515000
Nov 2014,972,NA,453,250000,4630,NA,2323,399000,3658,NA,1870,440000,315,NA,160,297000,1041,NA,742,447475,726,NA,582,498950
Dec 2014,842,NA,518,260000,3600,NA,2500,400000,2758,NA,1982,440000,316,NA,199,310000,749,NA,788,459500,505,NA,589,500000
Jan 2015,855,NA,348,238500,3536,NA,1688,390000,2681,NA,1340,441500,273,NA,130,306576,755,NA,510,464000,482,NA,380,517500
Feb 2015,834,NA,407,257700,3555,NA,1790,375000,2721,NA,1383,429900,265,NA,143,295000,797,NA,539,442500,532,NA,396,520000
Mar 2015,841,NA,579,269600,3578,NA,2670,411200,2737,NA,2091,440250,284,NA,203,328000,803,NA,775,489950,519,NA,572,535000
Apr 2015,861,NA,631,272000,3864,NA,2983,431000,3003,NA,2352,480000,298,NA,251,330000,854,NA,958,494000,556,NA,707,552500
May 2015,896,NA,713,289000,4176,NA,3397,434000,3280,NA,2684,480942,326,NA,274,328475,898,NA,1099,499999,572,NA,825,559950
Jun 2015,867,NA,789,287000,4285,NA,3693,450000,3418,NA,2904,500000,280,NA,324,340000,873,NA,1181,516000,593,NA,857,575000
Jul 2015,894,NA,855,297500,4445,NA,3755,439000,3551,NA,2900,485000,290,NA,381,385000,890,NA,1189,517500,600,NA,808,575500
Aug 2015,862,NA,758,299250,4352,NA,3333,450700,3490,NA,2575,499950,290,NA,327,395000,915,NA,1011,536000,625,NA,684,575000
Sep 2015,854,NA,715,304950,4257,NA,3079,440000,3403,NA,2364,490250,307,NA,290,361500,1004,NA,968,507500,697,NA,678,571000
Oct 2015,787,NA,685,291000,3851,NA,2986,432750,3064,NA,2301,480000,305,NA,259,368000,933,NA,959,493000,628,NA,700,555000
Nov 2015,615,NA,539,298500,2917,NA,2280,432000,2302,NA,1741,499950,242,NA,191,349000,663,NA,691,515000,421,NA,500,598000
Dec 2015,432,NA,554,279975,2196,NA,2612,450000,1764,NA,2058,508000,155,NA,203,365000,438,NA,811,550000,283,NA,608,600000
Jan 2016,493,NA,406,282250,2427,NA,1720,431502,1934,NA,1314,490970,196,NA,152,356500,613,NA,502,538500,417,NA,350,618450
Feb 2016,508,NA,494,323975,2431,NA,1824,439950,1923,NA,1330,514975,224,NA,237,393400,651,NA,608,554225,427,NA,371,644950
Mar 2016,543,NA,660,309975,2700,NA,2570,458450,2157,NA,1910,531250,233,NA,268,380000,712,NA,813,552000,479,NA,545,640000
Apr 2016,632,NA,733,323500,3232,NA,2886,475000,2600,NA,2153,540000,284,NA,298,383800,864,NA,952,564300,580,NA,654,637250
May 2016,636,NA,733,315000,3332,NA,3242,485000,2696,NA,2509,560000,281,NA,267,363228,837,NA,1027,579000,556,NA,760,641250
Jun 2016,712,NA,906,350000,3889,NA,3800,510000,3177,NA,2894,573522,279,NA,411,430000,852,NA,1263,585000,573,NA,852,666500
Jul 2016,762,NA,850,350000,4316,NA,3653,505000,3554,NA,2803,555000,275,NA,396,465000,994,NA,1171,599000,719,NA,775,650000
Aug 2016,793,NA,867,335000,4211,NA,3656,499974,3418,NA,2789,550000,290,NA,388,437500,938,NA,1169,599000,648,NA,781,625000
Sep 2016,820,NA,792,355000,4519,NA,3309,494950,3699,NA,2517,538000,325,NA,373,475000,1173,NA,1074,580000,848,NA,701,630000
Oct 2016,642,NA,758,320000,3667,NA,3272,495500,3025,NA,2514,550000,238,NA,281,415000,916,NA,1008,575000,678,NA,727,625000
Nov 2016,494,NA,662,328844,2803,NA,2911,497500,2309,NA,2249,550000,171,NA,256,389250,649,NA,959,575000,478,NA,703,615000
Dec 2016,346,NA,546,314000,1985,NA,2701,505000,1639,NA,2155,550000,120,NA,214,426000,438,NA,853,600000,318,NA,639,635000
Jan 2017,318,NA,428,310000,1887,NA,2010,475000,1569,NA,1582,525000,132,NA,142,440000,486,NA,590,594975,354,NA,448,635450
Feb 2017,297,NA,442,340500,1731,NA,1793,502000,1434,NA,1351,560000,126,NA,170,474950,470,NA,577,610000,344,NA,407,675000
Mar 2017,399,NA,621,345000,2102,NA,2700,530000,1703,NA,2079,599950,166,NA,220,434000,566,NA,863,630800,400,NA,643,700000
Apr 2017,395,NA,603,370000,2283,NA,2635,550000,1888,NA,2032,625000,162,NA,210,452500,606,NA,850,660000,444,NA,640,722250
May 2017,421,NA,807,374000,2570,NA,3383,560000,2149,NA,2576,632250,183,NA,313,444000,668,NA,1076,650000,485,NA,763,729000
Jun 2017,455,NA,764,385000,3057,NA,3655,590000,2602,NA,2891,653000,156,NA,282,475000,718,NA,1130,685000,562,NA,848,750000
Jul 2017,567,NA,735,370000,3465,NA,3462,599000,2898,NA,2727,658000,197,NA,252,462000,796,NA,1079,699000,599,NA,827,748500
Aug 2017,509,NA,774,372750,3329,NA,3571,585000,2820,NA,2797,650000,180,NA,258,475000,715,NA,1083,689000,535,NA,825,730000
Sep 2017,589,NA,750,380950,3693,NA,3262,565000,3104,NA,2512,625000,233,NA,251,466000,891,NA,947,675000,658,NA,696,725000
Oct 2017,489,NA,733,378000,3108,NA,3174,565000,2619,NA,2441,630000,189,NA,287,472000,810,NA,992,667450,621,NA,705,735000
Nov 2017,355,NA,597,384990,2234,NA,2821,575000,1879,NA,2224,630750,137,NA,234,452500,534,NA,889,680000,397,NA,655,741352
Dec 2017,206,NA,587,402000,1374,NA,2681,585000,1168,NA,2094,635000,87,NA,210,489500,299,NA,810,679499,212,NA,600,725000
Jan 2018,266,NA,376,380000,1509,NA,1635,571250,1243,NA,1259,628388,134,NA,102,475500,421,NA,470,700000,287,NA,368,757000
Feb 2018,286,NA,461,415000,1645,NA,1864,590000,1359,NA,1403,649950,164,NA,158,535000,460,NA,545,714000,296,NA,387,777000
Mar 2018,373,NA,596,466500,2060,NA,2479,625000,1687,NA,1883,689950,186,NA,238,527450,600,NA,770,730000,414,NA,532,819500
Apr 2018,473,NA,642,446500,2591,NA,2764,650000,2118,NA,2122,725000,236,NA,249,546000,730,NA,875,750000,494,NA,626,819000
May 2018,650,NA,720,427000,3562,NA,3194,650000,2912,NA,2474,726275,308,NA,270,535000,936,NA,1012,759500,628,NA,742,830000
Jun 2018,785,NA,744,430000,4503,NA,3502,650000,3718,NA,2758,715000,373,NA,279,527950,1246,NA,1019,740000,873,NA,740,812500
Jul 2018,953,NA,684,414250,5116,NA,3261,629000,4163,NA,2577,699000,403,NA,245,514000,1365,NA,977,735000,962,NA,732,805000
Aug 2018,1136,642,643,415000,5803,3072,3028,610000,4667,2430,2385,669000,470,210,222,504500,1464,875,875,700000,994,665,653,760000
Sep 2018,1374,625,498,425000,6587,2869,2331,610000,5213,2244,1833,668000,616,223,170,515000,1965,861,668,707250,1349,638,498,775000
Oct 2018,1410,582,566,400000,6283,2877,2618,613509,4873,2295,2052,670999,677,195,195,495000,1954,879,798,706250,1277,684,603,750000
Nov 2018,1221,541,447,405000,5241,2467,2258,605000,4020,1926,1811,643913,560,212,167,475000,1660,753,667,695000,1100,541,500,760000
Dec 2018,852,398,453,404625,3690,1770,2157,597000,2838,1372,1704,639000,407,130,157,500000,1111,498,627,699000,704,368,470,739000
Jan 2019,868,548,351,383500,3688,2452,1575,565000,2820,1904,1224,610000,431,197,120,470000,1130,762,470,640000,699,565,350,711500
Feb 2019,894,488,378,380000,3744,2278,1795,604000,2850,1790,1417,655000,452,192,135,444000,1215,687,611,690000,763,495,476,730000
Mar 2019,986,810,506,434000,4263,3657,2290,622500,3277,2847,1784,667725,533,275,208,492475,1416,1105,710,698498,883,830,502,752500
Apr 2019,1049,859,592,403750,4624,3988,2739,625000,3575,3129,2147,690000,592,312,198,495000,1635,1182,875,707000,1043,870,677,754000
May 2019,1274,808,736,430000,5785,4196,3378,645000,4511,3388,2642,700000,691,301,279,494900,2077,1204,1069,722000,1386,903,790,784925
Jun 2019,1306,765,639,420000,5931,3931,3357,637675,4625,3166,2718,695000,694,264,235,494990,2104,1191,983,729900,1410,927,748,781000
Jul 2019,1326,742,645,400000,5725,3661,3280,625000,4399,2919,2635,680000,700,260,239,450500,1979,1081,990,700500,1279,821,751,755000
Aug 2019,1278,675,621,400000,5472,3298,3152,615000,4194,2623,2531,670000,654,244,237,450000,1833,981,968,692500,1179,737,731,760000
Sep 2019,1254,606,532,399950,5431,3151,2506,593750,4177,2545,1974,660000,665,200,185,455000,1959,948,750,684500,1294,748,565,750000
Oct 2019,1188,619,532,385000,4808,3211,2757,605000,3620,2592,2225,660000,637,192,189,460000,1772,1010,859,715000,1135,818,670,775000
Nov 2019,895,601,482,415000,3487,2695,2510,612000,2592,2094,2028,661500,497,201,165,460000,1310,846,812,675000,813,645,647,735000
Dec 2019,596,407,536,405250,2260,1898,2416,615000,1664,1491,1880,675000,339,134,166,487500,838,582,744,695000,499,448,578,727000
Jan 2020,536,621,354,401875,2118,2476,1665,589950,1582,1855,1311,630525,291,229,134,449975,758,743,551,670000,467,514,417,719950
Feb 2020,532,720,494,435000,2221,2895,1891,615000,1689,2175,1397,675000,310,253,198,481225,820,902,643,675000,510,649,445,730500
Mar 2020,695,616,610,437500,2813,3031,2450,645000,2118,2415,1840,720400,377,203,227,485000,990,926,835,725000,613,723,608,790000
Apr 2020,821,407,438,430000,3255,2246,2073,650000,2434,1839,1635,715000,422,135,146,469000,1131,681,654,751503,709,546,508,815000
May 2020,954,582,351,420000,3467,3358,1988,627000,2513,2776,1637,672000,497,203,124,485000,1313,1002,629,715000,816,799,505,765000
Jun 2020,1043,793,479,419000,3471,4025,2783,675000,2428,3232,2304,725000,611,263,172,456500,1440,1231,901,749000,829,968,729,800000
Jul 2020,1243,847,656,430000,3877,4277,3420,670000,2634,3430,2764,727500,741,309,238,497475,1676,1304,1093,750000,935,995,855,805000
Aug 2020,1420,883,673,415000,4010,4420,3456,680000,2590,3537,2783,742950,892,306,227,505000,1974,1358,1109,766000,1082,1052,882,825000
Sep 2020,1550,827,687,431000,3970,4153,3535,698230,2420,3326,2848,753600,983,276,255,480000,2124,1315,1189,760000,1141,1039,934,820000
Oct 2020,1548,826,830,459970,3806,3833,3857,685000,2258,3007,3027,745000,953,251,254,497000,2055,1204,1202,750000,1102,953,948,800000
Nov 2020,1246,643,664,448800,2867,2846,3098,685000,1621,2203,2434,730500,799,175,200,499975,1658,919,992,760000,859,744,792,820000
Dec 2020,863,573,648,424975,1949,2351,3096,676000,1086,1778,2448,740000,583,189,200,466500,1169,844,972,735000,586,655,772,799950
Jan 2021,800,722,480,399975,1855,2625,2006,644950,1055,1903,1526,725000,570,282,165,493880,1118,995,709,745500,548,713,544,791471
Feb 2021,830,716,553,439000,1828,2865,2146,679075,998,2149,1593,750000,571,294,208,475000,1045,1079,831,710000,474,785,623,798000
Mar 2021,793,962,700,470000,1769,4054,2956,740000,976,3092,2256,824997,564,395,284,495000,1062,1441,1115,750000,498,1046,831,825000
Apr 2021,832,927,785,460000,2212,3977,3402,750000,1380,3050,2617,830000,552,383,323,490000,1165,1458,1212,785000,613,1075,889,875000
May 2021,795,945,799,459000,1995,4379,3643,775000,1200,3434,2844,869975,535,373,305,473000,1091,1557,1286,833960,556,1184,981,919000
Jun 2021,801,945,858,462500,2257,4351,4052,779919,1456,3406,3194,860000,559,371,346,499995,1226,1480,1426,800000,667,1109,1080,890444
Jul 2021,895,921,819,460000,2679,3860,4048,789000,1784,2939,3229,871000,576,366,313,492500,1296,1330,1397,801000,720,964,1084,896500
Aug 2021,783,911,807,458000,2268,4027,3680,771750,1485,3116,2873,850000,503,343,318,480000,1107,1251,1221,799000,604,908,903,875000
Sep 2021,757,856,828,466501,2391,3765,3500,745000,1634,2909,2672,825600,515,307,343,505000,1165,1286,1170,765000,650,979,827,850000
Oct 2021,684,764,729,475000,1952,3500,3436,750000,1268,2736,2707,824270,510,315,265,525000,1071,1208,1158,790000,561,893,893,850000
Nov 2021,469,660,674,460000,1149,2791,3045,740000,680,2131,2371,820000,383,302,278,500999,698,1034,1041,765000,315,732,763,850000
Dec 2021,298,461,605,460000,693,1724,2592,749000,395,1263,1987,810000,246,234,253,490000,413,677,950,762475,167,443,697,839000
Jan 2022,274,611,420,455000,761,2009,1557,720000,487,1398,1137,775000,210,330,209,499950,388,833,605,729000,178,503,396,790000
Feb 2022,329,665,544,535000,978,2631,1786,759735,649,1966,1242,857750,239,305,274,549154,486,992,717,760000,247,687,443,925000
Mar 2022,422,821,714,540000,1395,3557,2863,838753,973,2736,2149,930000,290,382,294,510025,574,1255,1045,865000,284,873,751,970000
Apr 2022,536,768,708,518000,2108,3356,3060,880000,1572,2588,2352,995000,361,362,324,512500,803,1163,1071,888000,442,801,747,1019950
May 2022,635,794,748,530750,2708,3606,3281,880000,2073,2812,2533,998888,423,326,342,557475,927,1219,1128,899475,504,893,786,1025500
Jun 2022,951,627,661,525000,4207,2819,3143,851000,3256,2192,2482,938225,577,277,279,538700,1420,1007,1068,887500,843,730,789,1000000
Jul 2022,1034,607,583,490000,4718,2705,2535,810000,3684,2098,1952,890000,609,264,244,537000,1590,876,886,855000,981,612,642,954500
Aug 2022,979,649,562,485000,4307,2919,2601,815000,3328,2270,2039,899999,545,277,231,520000,1460,933,865,845000,915,656,634,927000
Sep 2022,1055,498,533,483000,4738,2314,2348,799000,3683,1816,1815,875000,582,198,239,499000,1731,756,773,812000,1149,558,534,900000
Oct 2022,1069,435,452,494975,4355,2140,2047,811000,3286,1705,1595,903000,618,168,180,522500,1664,702,673,850000,1046,534,493,950000
Nov 2022,905,372,345,468000,3599,1615,1657,750000,2694,1243,1312,827000,523,156,128,480500,1385,578,551,824900,862,422,423,905000
Dec 2022,648,275,333,465000,2529,1206,1470,735000,1881,931,1137,825000,359,111,140,512500,933,416,534,789250,574,305,394,879975
Jan 2023,610,423,218,450000,2262,1820,1003,723000,1652,1397,785,781098,356,172,89,487500,909,610,353,760000,553,438,264,803750
Feb 2023,576,472,337,468500,2064,1986,1448,726700,1488,1514,1111,800000,360,209,137,515000,894,708,529,750000,534,499,392,825000
Mar 2023,698,528,441,507000,2485,2364,1956,760000,1787,1836,1515,840000,433,225,191,535000,1083,831,691,768832,650,606,500,869975
Apr 2023,719,569,420,502500,2561,2435,1876,790244,1842,1866,1456,875000,436,253,180,539000,1133,884,704,790000,697,631,524,886000
May 2023,764,597,487,505000,2702,2717,2148,816750,1938,2120,1661,910000,486,259,207,550000,1211,957,803,830000,725,698,596,905125
Jun 2023,832,611,540,529975,3013,2610,2400,830000,2181,1999,1860,935000,531,275,246,550000,1344,888,860,828000,813,613,614,930000
Jul 2023,891,565,483,510000,3184,2391,2123,805000,2293,1826,1640,897500,566,222,217,550000,1359,811,730,810000,793,589,513,899950
Aug 2023,911,606,504,525000,3222,2340,2160,821000,2311,1734,1656,906250,580,258,213,575000,1333,791,729,809950,753,533,516,899000
Sep 2023,1069,492,443,515000,3602,2087,1823,797000,2533,1595,1380,900000,641,218,194,550000,1574,718,616,795000,933,500,422,926250
Oct 2023,1065,448,420,540000,3361,1905,1788,800000,2296,1457,1368,882997,632,177,186,573750,1491,646,620,802500,859,469,434,900000
Nov 2023,944,376,335,485000,2833,1547,1474,799925,1889,1171,1139,885500,549,162,134,582750,1256,531,499,850000,707,369,365,944000
Dec 2023,656,334,299,537000,1873,1236,1316,775000,1217,902,1017,849950,377,149,140,585000,856,439,437,765000,479,290,297,850000
Jan 2024,659,474,277,495000,1842,1719,1033,760000,1183,1245,756,849850,414,193,124,537500,895,653,355,760000,481,460,231,869000
Feb 2024,723,504,386,550000,2136,2061,1450,820000,1413,1557,1064,914500,451,225,163,558000,1009,746,585,845000,558,521,422,927450
Mar 2024,833,632,457,540000,2316,2559,1882,850000,1483,1927,1425,945500,516,257,210,587500,1141,842,688,831000,625,585,478,925000
Apr 2024,1041,633,518,580000,2768,2775,2183,875000,1727,2142,1665,980000,659,276,227,599000,1333,1012,754,865000,674,736,527,997900
May 2024,1317,614,568,595000,3880,2743,2506,890000,2563,2129,1938,1001000,789,251,233,600000,1738,876,907,875000,949,625,674,965000
Jun 2024,1453,578,475,555090,4318,2596,2228,875000,2865,2018,1753,965000,847,223,207,550000,1876,836,718,859000,1029,613,511,957000
Jul 2024,1458,555,478,530000,4440,2459,2277,880000,2982,1904,1799,999000,817,205,187,559000,1914,744,739,875000,1097,539,552,972500
Aug 2024,1539,519,485,525000,4515,2309,2173,860000,2976,1790,1688,955000,809,195,196,555000,1820,710,652,828500,1011,515,456,930000
Sep 2024,1702,522,390,558725,4953,2449,1833,859995,3251,1927,1443,950000,938,192,135,606000,2133,833,543,860000,1195,641,408,938006
Oct 2024,1682,549,488,562500,4552,2488,2303,865000,2870,1939,1815,960000,887,240,210,580000,1959,844,816,874475,1072,604,606,972500
Nov 2024,1408,449,415,565467,3565,1792,1862,837350,2157,1343,1447,925000,726,194,175,574950,1522,642,620,830000,796,448,445,968000
Dec 2024,1030,358,391,525000,2506,1324,1542,800000,1476,966,1151,875000,531,153,178,550000,1067,455,556,827475,536,302,378,898900
Jan 2025,1221,529,352,600000,2994,1810,1181,799000,1773,1281,829,855000,629,225,144,689975,1285,677,396,797475,656,452,252,857500
Feb 2025,1309,597,450,612500,3247,2087,1516,820000,1938,1490,1066,915000,699,267,199,625000,1412,787,590,846500,713,520,391,965000
Mar 2025,1478,622,529,590000,3700,2662,1991,855000,2222,2040,1462,977500,798,268,248,627650,1619,926,745,859000,821,658,497,1000000
Apr 2025,1809,565,503,579950,4742,2524,2127,907000,2933,1959,1624,1030000,970,246,234,598000,1962,931,793,900000,992,685,559,1025000
May 2025,2064,656,523,569900,6120,2768,2180,865000,4056,2112,1657,989000,1083,275,215,573250,2453,948,761,874900,1370,673,546,1010650
Jun 2025,2045,574,520,576000,6334,2668,2332,913562,4289,2094,1812,1033950,1064,231,230,589000,2453,940,860,935000,1389,709,630,1079950
Jul 2025,2063,563,518,530000,6337,2506,2296,875000,4274,1943,1778,1000000,1056,240,207,550000,2361,876,780,879475,1305,636,573,1010000
